issuer_id,sector,year,from_rating,to_rating,upgraded,downgraded,defaulted,notches_moved,from_score,to_score,calculated_notches_moved,rating_transition_type
I00328,Real_Estate,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00329,Technology,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00332,Telecom,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00333,Consumer,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00334,Utilities,2023,A,A,0,0,0,0,5,5,0,unchanged
I00335,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00336,Utilities,2023,B,B,0,0,0,0,2,2,0,unchanged
I00337,Financials,2023,AA,A,0,1,0,1,6,5,-1,downgrade
I00338,Financials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00339,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00340,Real_Estate,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00341,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00342,Technology,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00343,Consumer,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00344,Energy,2023,AAA,AAA,0,0,0,0,7,7,0,unchanged
I00345,Utilities,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00346,Industrials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00347,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00348,Retail,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00350,Healthcare,2023,B,D,0,0,1,2,2,0,-2,default
I00351,Technology,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00352,Utilities,2023,A,A,0,0,0,0,5,5,0,unchanged
I00353,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00354,Healthcare,2023,AAA,AAA,0,0,0,0,7,7,0,unchanged
I00355,Healthcare,2023,B,B,0,0,0,0,2,2,0,unchanged
I00356,Healthcare,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00357,Industrials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00359,Consumer,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00360,Real_Estate,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00361,Healthcare,2023,B,B,0,0,0,0,2,2,0,unchanged
I00362,Industrials,2023,BB,A,1,0,0,-2,3,5,2,upgrade
I00363,Energy,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00366,Energy,2023,B,B,0,0,0,0,2,2,0,unchanged
I00367,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00369,Healthcare,2023,BB,BBB,1,0,0,-1,3,4,1,upgrade
I00370,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00371,Technology,2023,CCC,B,1,0,0,-1,1,2,1,upgrade
I00373,Energy,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00374,Utilities,2023,CCC,BBB,1,0,0,-3,1,4,3,upgrade
I00375,Retail,2023,A,A,0,0,0,0,5,5,0,unchanged
I00376,Industrials,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00377,Energy,2023,A,A,0,0,0,0,5,5,0,unchanged
I00378,Technology,2023,B,B,0,0,0,0,2,2,0,unchanged
I00379,Healthcare,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00380,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00381,Telecom,2023,A,A,0,0,0,0,5,5,0,unchanged
I00382,Energy,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00383,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00384,Healthcare,2023,CCC,D,0,0,1,1,1,0,-1,default
I00385,Industrials,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00387,Financials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00388,Retail,2023,B,D,0,0,1,2,2,0,-2,default
I00389,Healthcare,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00390,Consumer,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00391,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00392,Healthcare,2023,BB,BBB,1,0,0,-1,3,4,1,upgrade
I00393,Industrials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00394,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00395,Healthcare,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00396,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00397,Energy,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00398,Retail,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00399,Technology,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00400,Industrials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00401,Utilities,2023,B,B,0,0,0,0,2,2,0,unchanged
I00403,Energy,2023,B,B,0,0,0,0,2,2,0,unchanged
I00404,Industrials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00405,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00406,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00407,Energy,2023,A,A,0,0,0,0,5,5,0,unchanged
I00408,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00409,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00410,Energy,2023,CCC,CCC,0,0,0,0,1,1,0,unchanged
I00411,Retail,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00412,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00414,Real_Estate,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00416,Energy,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00419,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00420,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00421,Retail,2023,A,A,0,0,0,0,5,5,0,unchanged
I00422,Healthcare,2023,B,B,0,0,0,0,2,2,0,unchanged
I00424,Telecom,2023,A,A,0,0,0,0,5,5,0,unchanged
I00425,Healthcare,2023,BB,B,0,1,0,1,3,2,-1,downgrade
I00426,Telecom,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00427,Financials,2023,BB,A,1,0,0,-2,3,5,2,upgrade
I00428,Retail,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00429,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00430,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00432,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00433,Real_Estate,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00434,Consumer,2023,B,BB,1,0,0,-1,2,3,1,upgrade
I00435,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00440,Energy,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00441,Industrials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00442,Consumer,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00443,Retail,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00444,Financials,2023,BBB,BB,0,1,0,1,4,3,-1,downgrade
I00445,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00447,Retail,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00450,Healthcare,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00451,Energy,2023,AAA,AA,0,1,0,1,7,6,-1,downgrade
I00453,Energy,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00454,Financials,2023,BB,B,0,1,0,1,3,2,-1,downgrade
I00455,Financials,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00458,Telecom,2023,BBB,BB,0,1,0,1,4,3,-1,downgrade
I00460,Telecom,2023,AAA,AAA,0,0,0,0,7,7,0,unchanged
I00461,Energy,2023,A,A,0,0,0,0,5,5,0,unchanged
I00462,Real_Estate,2023,A,A,0,0,0,0,5,5,0,unchanged
I00463,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00464,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00465,Energy,2023,AAA,AAA,0,0,0,0,7,7,0,unchanged
I00466,Energy,2023,A,A,0,0,0,0,5,5,0,unchanged
I00467,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00468,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00469,Real_Estate,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00470,Financials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00471,Energy,2023,CCC,CCC,0,0,0,0,1,1,0,unchanged
I00472,Retail,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00474,Technology,2023,B,B,0,0,0,0,2,2,0,unchanged
I00475,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00476,Utilities,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00477,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00478,Healthcare,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00479,Consumer,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00480,Industrials,2023,CCC,D,0,0,1,1,1,0,-1,default
I00482,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00484,Real_Estate,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00485,Consumer,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00486,Utilities,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00487,Consumer,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00488,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00489,Industrials,2023,BB,BBB,1,0,0,-1,3,4,1,upgrade
I00490,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00491,Utilities,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00492,Financials,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00493,Industrials,2023,BB,BBB,1,0,0,-1,3,4,1,upgrade
I00494,Utilities,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00495,Financials,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00496,Energy,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00498,Utilities,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00502,Consumer,2023,A,A,0,0,0,0,5,5,0,unchanged
I00503,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00504,Retail,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00505,Financials,2023,B,BB,1,0,0,-1,2,3,1,upgrade
I00506,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00507,Real_Estate,2023,B,B,0,0,0,0,2,2,0,unchanged
I00508,Industrials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00509,Real_Estate,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00510,Consumer,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00512,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00513,Financials,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00514,Technology,2023,B,B,0,0,0,0,2,2,0,unchanged
I00515,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00517,Retail,2023,A,A,0,0,0,0,5,5,0,unchanged
I00518,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00519,Telecom,2023,A,A,0,0,0,0,5,5,0,unchanged
I00520,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00521,Telecom,2023,B,B,0,0,0,0,2,2,0,unchanged
I00522,Utilities,2023,A,A,0,0,0,0,5,5,0,unchanged
I00523,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00525,Industrials,2023,CCC,CCC,0,0,0,0,1,1,0,unchanged
I00526,Utilities,2023,CCC,CCC,0,0,0,0,1,1,0,unchanged
I00527,Real_Estate,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00528,Real_Estate,2023,A,A,0,0,0,0,5,5,0,unchanged
I00529,Telecom,2023,B,B,0,0,0,0,2,2,0,unchanged
I00531,Technology,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00532,Consumer,2023,A,A,0,0,0,0,5,5,0,unchanged
I00533,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00534,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00535,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00536,Financials,2023,BBB,BB,0,1,0,1,4,3,-1,downgrade
I00538,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00539,Telecom,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00540,Retail,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00542,Financials,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00543,Energy,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00545,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00547,Real_Estate,2023,A,BBB,0,1,0,1,5,4,-1,downgrade
I00548,Real_Estate,2023,AAA,AAA,0,0,0,0,7,7,0,unchanged
I00549,Financials,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00550,Consumer,2023,A,A,0,0,0,0,5,5,0,unchanged
I00551,Real_Estate,2023,BB,BBB,1,0,0,-1,3,4,1,upgrade
I00553,Healthcare,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00554,Consumer,2023,B,B,0,0,0,0,2,2,0,unchanged
I00556,Consumer,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00557,Financials,2023,A,AA,1,0,0,-1,5,6,1,upgrade
I00559,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00560,Consumer,2023,A,A,0,0,0,0,5,5,0,unchanged
I00561,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00562,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00563,Telecom,2023,B,BB,1,0,0,-1,2,3,1,upgrade
I00564,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00565,Technology,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00566,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00567,Industrials,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00568,Consumer,2023,A,A,0,0,0,0,5,5,0,unchanged
I00569,Healthcare,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00571,Real_Estate,2023,A,AA,1,0,0,-1,5,6,1,upgrade
I00572,Energy,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00573,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00574,Industrials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00575,Retail,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00576,Industrials,2023,B,BB,1,0,0,-1,2,3,1,upgrade
I00577,Industrials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00578,Industrials,2023,A,D,0,0,1,5,5,0,-5,default
I00579,Energy,2023,A,A,0,0,0,0,5,5,0,unchanged
I00580,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00581,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00582,Healthcare,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00583,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00584,Retail,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00585,Utilities,2023,A,A,0,0,0,0,5,5,0,unchanged
I00586,Healthcare,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00587,Consumer,2023,B,B,0,0,0,0,2,2,0,unchanged
I00588,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00589,Technology,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00590,Healthcare,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00591,Real_Estate,2023,AAA,AAA,0,0,0,0,7,7,0,unchanged
I00592,Healthcare,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00593,Energy,2023,A,A,0,0,0,0,5,5,0,unchanged
I00594,Healthcare,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00595,Utilities,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00596,Real_Estate,2023,A,A,0,0,0,0,5,5,0,unchanged
I00597,Utilities,2023,A,A,0,0,0,0,5,5,0,unchanged
I00598,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00599,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00600,Energy,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00601,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00602,Consumer,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00603,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00605,Telecom,2023,A,A,0,0,0,0,5,5,0,unchanged
I00606,Real_Estate,2023,B,B,0,0,0,0,2,2,0,unchanged
I00607,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00608,Industrials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00609,Utilities,2023,AAA,AAA,0,0,0,0,7,7,0,unchanged
I00610,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00611,Consumer,2023,B,B,0,0,0,0,2,2,0,unchanged
I00612,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00613,Technology,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00614,Industrials,2023,B,BB,1,0,0,-1,2,3,1,upgrade
I00616,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00618,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00619,Utilities,2023,A,BBB,0,1,0,1,5,4,-1,downgrade
I00620,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00621,Technology,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00622,Retail,2023,CCC,CCC,0,0,0,0,1,1,0,unchanged
I00625,Telecom,2023,CCC,D,0,0,1,1,1,0,-1,default
I00626,Utilities,2023,BB,B,0,1,0,1,3,2,-1,downgrade
I00627,Technology,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00628,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00629,Industrials,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00630,Energy,2023,A,A,0,0,0,0,5,5,0,unchanged
I00631,Utilities,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00632,Industrials,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00633,Retail,2023,A,A,0,0,0,0,5,5,0,unchanged
I00635,Consumer,2023,BB,B,0,1,0,1,3,2,-1,downgrade
I00636,Consumer,2023,B,B,0,0,0,0,2,2,0,unchanged
I00637,Consumer,2023,A,A,0,0,0,0,5,5,0,unchanged
I00638,Technology,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00639,Telecom,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00640,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00641,Consumer,2023,A,A,0,0,0,0,5,5,0,unchanged
I00642,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00643,Industrials,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00644,Utilities,2023,BBB,A,1,0,0,-1,4,5,1,upgrade
I00646,Industrials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00647,Real_Estate,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00648,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00649,Energy,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00650,Utilities,2023,B,B,0,0,0,0,2,2,0,unchanged
I00651,Utilities,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00652,Technology,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00653,Telecom,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00655,Healthcare,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00656,Financials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00658,Telecom,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00659,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00660,Industrials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00661,Healthcare,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00662,Real_Estate,2023,B,B,0,0,0,0,2,2,0,unchanged
I00663,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00664,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00665,Financials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00666,Telecom,2023,B,B,0,0,0,0,2,2,0,unchanged
I00667,Healthcare,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00668,Retail,2023,A,A,0,0,0,0,5,5,0,unchanged
I00669,Real_Estate,2023,A,A,0,0,0,0,5,5,0,unchanged
I00670,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00671,Retail,2023,A,A,0,0,0,0,5,5,0,unchanged
I00672,Retail,2023,CCC,CCC,0,0,0,0,1,1,0,unchanged
I00673,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00675,Telecom,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00677,Healthcare,2023,BB,BBB,1,0,0,-1,3,4,1,upgrade
I00678,Real_Estate,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00679,Consumer,2023,CCC,CCC,0,0,0,0,1,1,0,unchanged
I00680,Healthcare,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00681,Energy,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00682,Industrials,2023,BBB,B,0,1,0,2,4,2,-2,downgrade
I00683,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00684,Real_Estate,2023,A,A,0,0,0,0,5,5,0,unchanged
I00685,Real_Estate,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00686,Utilities,2023,B,B,0,0,0,0,2,2,0,unchanged
I00687,Telecom,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00691,Healthcare,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00692,Retail,2023,BB,A,1,0,0,-2,3,5,2,upgrade
I00693,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00694,Financials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00695,Real_Estate,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00696,Healthcare,2023,AAA,AA,0,1,0,1,7,6,-1,downgrade
I00697,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00699,Energy,2023,B,B,0,0,0,0,2,2,0,unchanged
I00700,Real_Estate,2023,A,A,0,0,0,0,5,5,0,unchanged
I00701,Technology,2023,BB,A,1,0,0,-2,3,5,2,upgrade
I00702,Telecom,2023,A,A,0,0,0,0,5,5,0,unchanged
I00703,Healthcare,2023,A,A,0,0,0,0,5,5,0,unchanged
I00704,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00705,Retail,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00706,Industrials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00707,Financials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00708,Financials,2023,BBB,A,1,0,0,-1,4,5,1,upgrade
I00709,Consumer,2023,B,BB,1,0,0,-1,2,3,1,upgrade
I00710,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00711,Telecom,2023,BB,BBB,1,0,0,-1,3,4,1,upgrade
I00712,Retail,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00714,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00715,Healthcare,2023,BB,BBB,1,0,0,-1,3,4,1,upgrade
I00716,Energy,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00717,Technology,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00718,Retail,2023,A,A,0,0,0,0,5,5,0,unchanged
I00719,Consumer,2023,A,A,0,0,0,0,5,5,0,unchanged
I00720,Telecom,2023,A,A,0,0,0,0,5,5,0,unchanged
I00722,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00725,Healthcare,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00726,Healthcare,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00727,Consumer,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00728,Energy,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00729,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00731,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00732,Consumer,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00733,Energy,2023,A,BBB,0,1,0,1,5,4,-1,downgrade
I00735,Real_Estate,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00736,Healthcare,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00738,Healthcare,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00739,Telecom,2023,B,B,0,0,0,0,2,2,0,unchanged
I00740,Healthcare,2023,B,B,0,0,0,0,2,2,0,unchanged
I00741,Industrials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00742,Consumer,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00745,Energy,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00746,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00747,Energy,2023,B,B,0,0,0,0,2,2,0,unchanged
I00748,Utilities,2023,B,B,0,0,0,0,2,2,0,unchanged
I00749,Telecom,2023,CCC,CCC,0,0,0,0,1,1,0,unchanged
I00750,Technology,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00751,Real_Estate,2023,A,A,0,0,0,0,5,5,0,unchanged
I00752,Retail,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00753,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00754,Real_Estate,2023,A,A,0,0,0,0,5,5,0,unchanged
I00755,Retail,2023,A,A,0,0,0,0,5,5,0,unchanged
I00756,Financials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00757,Industrials,2023,B,B,0,0,0,0,2,2,0,unchanged
I00758,Consumer,2023,B,B,0,0,0,0,2,2,0,unchanged
I00761,Telecom,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00762,Retail,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00763,Utilities,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00764,Technology,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00765,Industrials,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00766,Industrials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00767,Telecom,2023,B,B,0,0,0,0,2,2,0,unchanged
I00768,Energy,2023,B,BBB,1,0,0,-2,2,4,2,upgrade
I00769,Retail,2023,B,B,0,0,0,0,2,2,0,unchanged
I00770,Retail,2023,A,A,0,0,0,0,5,5,0,unchanged
I00771,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00772,Technology,2023,A,A,0,0,0,0,5,5,0,unchanged
I00773,Industrials,2023,AA,AA,0,0,0,0,6,6,0,unchanged
I00774,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
I00775,Financials,2023,BB,BB,0,0,0,0,3,3,0,unchanged
I00776,Consumer,2023,A,A,0,0,0,0,5,5,0,unchanged
I00777,Utilities,2023,B,B,0,0,0,0,2,2,0,unchanged
I00778,Financials,2023,BBB,BBB,0,0,0,0,4,4,0,unchanged
I00779,Financials,2023,A,A,0,0,0,0,5,5,0,unchanged
